id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,frequence_deplacement_encoded
1242,42,F,13191,Marié(e),Consulting,Directeur Technique,3,20,1,0,1,3,3,1,3,3,3,Oui,17,Non,0,6,26,5,Transformation Digitale,Frequent,0,0,2.0
1243,35,F,10377,Marié(e),Commercial,Cadre Commercial,4,16,13,2,3,2,3,4,2,2,3,Oui,11,Non,1,6,8,2,Marketing,Aucun,4,12,0.0
1244,27,M,2235,Marié(e),Consulting,Assistant de Direction,1,9,9,7,1,3,1,1,4,2,3,Oui,14,Non,2,3,14,3,Infra & Cloud,Occasionnel,6,8,1.0
1245,54,F,10502,Divorcé(e),Consulting,Tech Lead,7,33,5,4,4,3,3,3,1,1,3,Non,17,Non,1,2,1,4,Infra & Cloud,Frequent,1,4,2.0
1246,44,F,2011,Marié(e),Consulting,Assistant de Direction,1,10,10,5,1,4,1,4,4,3,3,Non,13,Non,1,5,2,1,Infra & Cloud,Occasionnel,7,7,1.0
1248,19,F,1859,Célibataire,Consulting,Assistant de Direction,1,1,1,1,1,2,1,2,2,4,4,Oui,25,Oui,0,2,10,3,Transformation Digitale,Aucun,0,0,0.0
1249,29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,1,3,1,4,1,3,3,Non,15,Non,3,5,1,3,Infra & Cloud,Occasionnel,1,2,1.0
1250,54,M,17779,Marié(e),Consulting,Directeur Technique,3,36,10,9,4,3,4,4,1,3,3,Non,14,Non,0,2,3,3,Infra & Cloud,Occasionnel,0,9,1.0
1251,31,M,6833,Marié(e),Consulting,Manager,1,6,6,5,3,3,2,1,4,2,3,Oui,12,Non,0,2,11,2,Transformation Digitale,Occasionnel,0,1,1.0
1252,31,F,6812,Célibataire,Consulting,Manager,1,10,10,9,3,2,2,1,2,3,3,Non,19,Non,0,2,24,3,Transformation Digitale,Occasionnel,1,8,1.0
1254,59,F,5171,Célibataire,Commercial,Cadre Commercial,5,13,6,1,3,2,2,4,4,3,3,Non,17,Non,0,2,3,3,Infra & Cloud,Occasionnel,0,5,1.0
1255,43,M,19740,Marié(e),Consulting,Directeur Technique,3,25,8,7,3,1,5,4,2,3,3,Non,14,Non,1,2,3,3,Infra & Cloud,Occasionnel,0,7,1.0
1256,49,M,18711,Marié(e),Consulting,Senior Manager,2,23,1,0,1,2,5,3,3,4,3,Non,13,Non,1,2,4,2,Transformation Digitale,Occasionnel,0,0,1.0
1257,36,M,3692,Marié(e),Consulting,Assistant de Direction,1,12,11,10,3,3,1,2,3,2,3,Non,12,Non,0,2,3,3,Entrepreunariat,Frequent,0,7,2.0
1258,48,M,2559,Célibataire,Consulting,Consultant,5,7,1,0,4,4,1,2,3,2,3,Non,11,Non,0,4,2,2,Entrepreunariat,Occasionnel,0,0,1.0
1259,27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,3,1,3,2,3,3,Non,11,Non,3,2,4,2,Infra & Cloud,Occasionnel,0,3,1.0
1260,29,M,6623,Divorcé(e),Consulting,Manager,1,6,6,0,3,3,2,4,2,3,3,Oui,11,Non,2,2,7,3,Infra & Cloud,Occasionnel,1,0,1.0
1263,48,M,18265,Célibataire,Consulting,Directeur Technique,6,25,1,0,4,2,5,4,3,4,3,Non,12,Non,0,3,1,3,Infra & Cloud,Occasionnel,0,0,1.0
1264,29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,9,7,7,4,2,4,4,2,2,3,Non,14,Non,2,2,1,3,Infra & Cloud,Occasionnel,1,7,1.0
1265,34,F,2585,Marié(e),Consulting,Assistant de Direction,0,2,1,0,3,4,1,3,4,2,3,Non,17,Non,0,5,20,3,Entrepreunariat,Occasionnel,0,0,1.0
1267,44,M,18213,Marié(e),Commercial,Senior Manager,7,26,22,9,2,3,5,2,3,3,3,Non,11,Non,1,5,5,3,Marketing,Occasionnel,3,10,1.0
1268,33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,10,9,8,4,4,3,3,4,3,3,Oui,14,Non,2,3,10,5,Marketing,Occasionnel,0,8,1.0
1269,19,F,2994,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,4,1,4,4,3,3,Oui,12,Non,0,2,25,3,Infra & Cloud,Occasionnel,0,1,1.0
1270,23,M,1223,Marié(e),Consulting,Assistant de Direction,1,1,1,0,4,3,1,3,4,3,4,Non,22,Non,1,2,1,2,Infra & Cloud,Occasionnel,0,1,1.0
1273,25,M,1118,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,1,1,4,4,3,3,Oui,14,Oui,0,4,24,1,Infra & Cloud,Frequent,1,0,2.0
1275,26,M,2875,Célibataire,Consulting,Assistant de Direction,1,8,8,5,3,3,1,4,2,2,4,Oui,20,Non,0,2,4,2,Infra & Cloud,Occasionnel,2,2,1.0
1277,45,F,18824,Célibataire,Commercial,Senior Manager,2,26,24,10,1,1,5,2,1,3,3,Oui,16,Oui,0,2,2,3,Marketing,Occasionnel,1,11,1.0
1278,55,M,13577,Divorcé(e),Consulting,Manager,1,34,33,9,4,2,4,2,4,3,3,Oui,15,Non,1,3,8,1,Transformation Digitale,Aucun,15,0,0.0
1279,21,F,2625,Célibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,3,1,4,Non,20,Oui,0,2,10,2,Infra & Cloud,Frequent,2,2,2.0
1280,46,F,18789,Marié(e),Commercial,Senior Manager,2,26,11,4,4,2,5,2,3,3,3,Non,14,Non,1,2,4,2,Marketing,Occasionnel,0,8,1.0
1281,34,F,4538,Célibataire,Commercial,Cadre Commercial,0,4,3,2,3,3,2,1,4,3,3,Oui,12,Non,0,3,2,3,Marketing,Occasionnel,0,2,1.0
1282,51,M,19847,Divorcé(e),Commercial,Senior Manager,4,31,29,10,4,3,5,2,1,2,4,Oui,24,Non,1,5,9,3,Infra & Cloud,Frequent,11,10,2.0
1283,59,M,10512,Célibataire,Consulting,Tech Lead,6,25,9,7,4,3,3,4,4,2,3,Non,12,Non,0,6,18,4,Transformation Digitale,Occasionnel,5,4,1.0
1285,34,F,4444,Divorcé(e),Consulting,Consultant,4,15,11,8,3,3,2,2,3,4,3,Non,13,Non,2,2,19,3,Transformation Digitale,Frequent,5,10,2.0
1286,28,M,2154,Célibataire,Consulting,Consultant,0,5,4,2,4,3,1,3,3,2,3,Oui,11,Non,0,2,1,4,Transformation Digitale,Frequent,0,2,2.0
1288,44,M,19190,Divorcé(e),Consulting,Senior Manager,1,26,25,9,3,4,5,1,4,2,3,Non,14,Non,2,4,4,2,Infra & Cloud,Occasionnel,14,13,1.0
1289,34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,9,3,2,2,2,4,4,3,Non,11,Non,2,5,11,3,Infra & Cloud,Frequent,1,8,2.0
1291,35,M,3506,Marié(e),Consulting,Assistant de Direction,0,4,3,2,3,3,1,3,4,3,3,Oui,14,Non,0,3,6,1,Infra & Cloud,Occasionnel,2,2,1.0
1292,42,F,2372,Marié(e),Consulting,Assistant de Direction,6,18,1,0,2,4,2,2,4,3,3,Oui,16,Non,0,2,7,4,Transformation Digitale,Occasionnel,0,0,1.0
1293,43,F,10231,Célibataire,Commercial,Cadre Commercial,3,23,21,7,4,2,3,4,4,4,3,Non,14,Non,0,3,4,4,Marketing,Occasionnel,15,17,1.0
1294,36,F,5410,Célibataire,Consulting,Tech Lead,9,18,16,14,3,3,2,2,4,3,3,Oui,11,Non,0,2,2,4,Infra & Cloud,Occasionnel,5,12,1.0
1295,44,F,7978,Marié(e),Consulting,Manager,1,10,10,7,1,3,3,4,4,3,3,Non,11,Oui,1,2,15,3,Transformation Digitale,Occasionnel,0,5,1.0
1296,28,M,3867,Marié(e),Consulting,Consultant,1,2,2,2,4,2,1,4,2,3,3,Oui,12,Non,1,2,2,3,Infra & Cloud,Frequent,2,2,2.0
1297,51,F,2838,Célibataire,Consulting,Consultant,0,8,7,0,2,2,1,3,2,2,3,Non,14,Non,0,6,6,2,Transformation Digitale,Frequent,7,7,2.0
1298,30,F,4695,Célibataire,Consulting,Tech Lead,7,10,8,4,3,3,2,3,3,3,3,Oui,18,Non,0,3,9,2,Transformation Digitale,Aucun,1,7,0.0
1299,29,F,3339,Divorcé(e),Consulting,Consultant,3,10,7,7,2,3,1,3,1,3,3,Oui,13,Oui,2,2,7,3,Entrepreunariat,Occasionnel,7,7,1.0
1301,28,M,2080,Célibataire,Consulting,Assistant de Direction,2,5,3,2,4,3,1,1,2,2,3,Non,11,Non,0,2,1,3,Entrepreunariat,Occasionnel,1,2,1.0
1303,25,F,2096,Célibataire,Consulting,Assistant de Direction,1,2,2,2,4,3,1,2,4,2,3,Non,18,Non,0,3,1,3,Transformation Digitale,Occasionnel,2,1,1.0
1304,32,M,6209,Marié(e),Commercial,Cadre Commercial,1,10,10,7,3,4,2,4,3,4,3,Non,15,Non,2,4,8,3,Transformation Digitale,Occasionnel,0,8,1.0
1306,45,F,18061,Célibataire,Consulting,Senior Manager,3,22,0,0,2,3,5,2,3,3,4,Non,22,Non,0,4,25,3,Transformation Digitale,Frequent,0,0,2.0
1307,39,F,17123,Divorcé(e),Consulting,Senior Manager,6,21,19,9,3,2,4,2,4,3,3,Oui,13,Non,2,4,13,4,Transformation Digitale,Occasionnel,15,2,1.0
1308,58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,2,2,2,1,3,1,3,4,3,3,Non,12,Non,2,3,23,4,Infra & Cloud,Occasionnel,2,2,1.0
1309,32,M,4883,Marié(e),Consulting,Consultant,1,10,10,4,4,3,2,3,1,3,3,Non,18,Oui,1,3,7,2,Infra & Cloud,Occasionnel,1,1,1.0
1310,39,M,3904,Célibataire,Consulting,Assistant de Direction,0,6,5,2,3,3,1,1,1,3,3,Non,13,Oui,0,2,23,3,Transformation Digitale,Occasionnel,0,3,1.0
1311,30,F,4627,Marié(e),Consulting,Consultant,0,10,9,2,1,2,2,4,1,3,3,Non,12,Non,1,6,6,3,Entrepreunariat,Occasionnel,6,7,1.0
1312,36,F,7094,Marié(e),Consulting,Manager,3,10,7,7,4,3,3,3,1,3,3,Non,12,Non,0,0,10,4,Entrepreunariat,Occasionnel,1,7,1.0
1314,46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,10,7,6,4,3,1,1,3,4,3,Non,12,Non,0,3,1,2,Infra & Cloud,Occasionnel,5,7,1.0
1315,28,F,6674,Marié(e),Consulting,Consultant,0,10,9,8,3,1,2,4,1,3,3,Non,11,Non,3,6,1,3,Infra & Cloud,Aucun,7,5,0.0
1317,50,F,16880,Marié(e),Consulting,Directeur Technique,4,25,3,2,4,3,4,1,2,3,3,Oui,11,Non,0,2,28,3,Infra & Cloud,Occasionnel,1,2,1.0
1318,40,M,9094,Célibataire,Commercial,Cadre Commercial,2,9,5,4,4,2,3,2,3,3,3,Oui,12,Oui,0,2,25,4,Marketing,Occasionnel,1,0,1.0
1319,52,M,8446,Célibataire,Commercial,Cadre Commercial,9,10,8,7,2,3,3,2,3,2,3,Oui,19,Oui,0,2,5,3,Infra & Cloud,Occasionnel,7,7,1.0
1321,30,F,11916,Marié(e),Consulting,Senior Manager,1,9,9,1,2,3,3,1,4,3,4,Oui,23,Non,2,2,17,4,Transformation Digitale,Occasionnel,0,8,1.0
1322,39,M,4534,Célibataire,Consulting,Tech Lead,0,9,8,7,1,3,2,3,1,3,3,Non,11,Non,0,6,18,2,Infra & Cloud,Occasionnel,1,7,1.0
1324,31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,10,10,8,4,3,3,3,1,2,3,Oui,19,Non,1,5,2,4,Infra & Cloud,Aucun,9,6,0.0
1329,41,M,6151,Célibataire,Commercial,Cadre Commercial,1,19,19,2,3,1,2,2,1,3,3,Non,13,Non,0,4,10,2,Transformation Digitale,Aucun,11,9,0.0
1331,31,F,2302,Célibataire,Commercial,Représentant Commercial,1,3,3,2,4,3,1,2,1,4,3,Oui,11,Oui,0,2,1,3,Infra & Cloud,Frequent,2,2,2.0
1333,44,M,2362,Marié(e),Consulting,Consultant,4,10,3,2,1,3,1,1,3,4,3,Non,12,Oui,0,4,3,3,Infra & Cloud,Occasionnel,1,2,1.0
1334,42,M,17861,Marié(e),Consulting,Senior Manager,0,21,20,8,3,3,4,3,4,2,3,Oui,13,Non,0,3,2,1,Infra & Cloud,Aucun,2,10,0.0
1336,55,F,19187,Marié(e),Consulting,Senior Manager,4,23,19,9,4,1,5,3,4,3,3,Non,14,Non,1,5,2,2,Transformation Digitale,Occasionnel,9,11,1.0
1338,56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,36,7,3,4,3,5,2,1,3,3,Non,14,Non,0,4,8,4,Infra & Cloud,Occasionnel,7,7,1.0
1340,40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,6,4,2,3,3,1,3,2,3,3,Non,16,Non,1,0,16,2,Infra & Cloud,Aucun,0,0,0.0
1344,34,M,8500,Divorcé(e),Consulting,Manager,0,10,9,7,4,3,3,4,4,2,3,Non,11,Non,1,0,9,3,Infra & Cloud,Occasionnel,1,6,1.0
1346,40,M,4661,Célibataire,Consulting,Assistant de Direction,1,9,9,8,3,3,2,4,3,3,3,Non,13,Non,0,4,2,3,Infra & Cloud,Occasionnel,8,8,1.0
1349,41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,10,9,3,3,3,2,1,4,3,3,Non,17,Non,1,2,1,3,Marketing,Frequent,1,7,2.0
1350,35,M,4249,Célibataire,Consulting,Assistant de Direction,1,9,9,6,3,3,2,3,2,3,3,Oui,11,Non,0,3,4,4,Infra & Cloud,Frequent,1,1,2.0
1352,51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,33,33,9,3,3,4,2,2,3,3,Oui,11,Non,1,2,5,3,Infra & Cloud,Occasionnel,0,10,1.0
1355,38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,11,7,7,2,3,2,1,4,3,3,Non,15,Non,1,3,2,2,Infra & Cloud,Occasionnel,1,7,1.0
1356,34,F,6125,Célibataire,Commercial,Cadre Commercial,1,10,10,8,3,3,2,1,4,4,3,Non,12,Non,0,6,15,2,Transformation Digitale,Occasionnel,9,6,1.0
1358,25,M,3669,Marié(e),Consulting,Consultant,3,7,3,2,4,3,1,4,3,2,3,Non,11,Non,3,6,19,1,Transformation Digitale,Occasionnel,1,2,1.0
1360,58,F,10008,Marié(e),Consulting,Tech Lead,7,31,10,9,3,2,3,1,4,2,3,Oui,14,Oui,0,0,7,4,Transformation Digitale,Occasionnel,5,9,1.0
1361,40,M,2387,Marié(e),Consulting,Consultant,3,7,4,2,2,3,1,2,3,3,4,Non,22,Non,1,3,1,4,Infra & Cloud,Occasionnel,0,3,1.0
1362,36,F,4639,Marié(e),Commercial,Cadre Commercial,2,17,15,7,1,4,2,1,4,2,3,Non,16,Non,1,2,7,3,Marketing,Frequent,6,13,2.0
1363,48,M,7898,Célibataire,Consulting,Tech Lead,1,11,10,9,4,3,3,4,3,3,3,Non,11,Non,0,2,4,3,Infra & Cloud,Occasionnel,0,8,1.0
1364,27,F,2534,Marié(e),Commercial,Représentant Commercial,8,5,1,0,3,4,1,4,2,3,3,Non,14,Non,1,4,11,3,Transformation Digitale,Occasionnel,0,0,1.0
1367,51,F,13142,Célibataire,Consulting,Tech Lead,3,29,5,2,4,2,4,2,2,2,3,Non,16,Non,0,1,11,2,Entrepreunariat,Occasionnel,0,3,1.0
1368,18,F,1611,Célibataire,Consulting,Consultant,1,0,0,0,4,3,1,4,3,4,3,Non,15,Non,0,5,1,3,Infra & Cloud,Aucun,0,0,0.0
1369,35,F,5363,Marié(e),Consulting,Consultant,0,10,9,7,4,2,2,4,2,3,3,Non,12,Non,1,0,1,3,Transformation Digitale,Occasionnel,0,0,1.0
1371,27,M,5071,Célibataire,Commercial,Cadre Commercial,3,8,6,2,4,1,2,4,2,3,4,Non,20,Non,0,3,2,1,Infra & Cloud,Frequent,0,0,2.0
1372,55,M,13695,Célibataire,Commercial,Cadre Commercial,6,24,19,7,1,4,4,3,3,2,3,Oui,17,Oui,0,2,13,4,Marketing,Occasionnel,3,8,1.0
1373,56,M,13402,Marié(e),Consulting,Tech Lead,4,33,19,16,4,3,4,2,1,3,3,Oui,12,Non,1,0,23,3,Infra & Cloud,Occasionnel,15,9,1.0
1374,34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,5,5,4,1,2,1,3,3,3,4,Non,20,Non,3,2,26,1,Entrepreunariat,Aucun,0,0,0.0
1375,40,F,6377,Divorcé(e),Consulting,Manager,5,15,12,11,2,4,2,3,2,3,4,Non,20,Non,3,0,2,1,Transformation Digitale,Occasionnel,11,8,1.0
1377,34,M,5429,Marié(e),Consulting,Consultant,4,10,8,7,2,3,2,3,1,3,3,Non,13,Non,2,1,29,3,Transformation Digitale,Occasionnel,7,7,1.0
1379,31,F,2785,Célibataire,Commercial,Représentant Commercial,7,3,1,0,3,2,1,4,3,4,3,Non,14,Oui,0,3,2,3,Infra & Cloud,Frequent,0,0,2.0
1380,35,F,4614,Marié(e),Commercial,Cadre Commercial,0,5,4,2,4,3,2,3,3,2,3,Oui,18,Oui,1,0,18,4,Marketing,Frequent,3,2,2.0
1382,38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,4,4,1,3,4,3,3,Non,11,Non,3,2,7,3,Infra & Cloud,Frequent,0,3,2.0
1383,34,F,6687,Célibataire,Consulting,Manager,1,14,14,11,3,3,2,4,4,4,3,Non,11,Non,0,2,2,4,Entrepreunariat,Occasionnel,4,11,1.0
1387,28,M,4724,Marié(e),Commercial,Cadre Commercial,1,5,5,3,3,2,2,1,3,3,3,Non,11,Non,1,0,26,3,Infra & Cloud,Occasionnel,0,4,1.0
1389,31,M,6179,Marié(e),Consulting,Tech Lead,1,10,10,2,4,3,2,3,4,2,3,Oui,15,Oui,2,3,22,4,Transformation Digitale,Occasionnel,6,7,1.0
1390,39,M,6120,Marié(e),Commercial,Cadre Commercial,3,8,5,4,1,2,2,4,4,4,3,Oui,12,Non,2,2,21,4,Infra & Cloud,Occasionnel,1,4,1.0
1391,51,M,10596,Marié(e),Commercial,Cadre Commercial,2,14,4,2,2,3,3,2,2,3,3,Non,11,Non,0,5,2,3,Marketing,Frequent,3,2,2.0
1392,41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,12,6,2,4,3,2,4,1,2,3,Oui,14,Non,2,4,22,3,Infra & Cloud,Frequent,3,3,2.0
1394,37,M,2996,Marié(e),Consulting,Assistant de Direction,7,8,6,4,3,3,1,3,4,3,3,Oui,15,Non,0,2,4,1,Infra & Cloud,Occasionnel,1,3,1.0
1395,33,M,9998,Marié(e),Commercial,Cadre Commercial,6,8,5,4,2,3,2,4,1,4,3,Non,13,Non,0,2,5,1,Infra & Cloud,Frequent,1,2,2.0
1396,32,M,4078,Marié(e),Commercial,Cadre Commercial,0,4,3,2,3,3,2,2,1,2,3,Oui,13,Non,3,3,2,1,Marketing,Occasionnel,1,2,1.0
1397,39,M,10920,Marié(e),Consulting,Manager,3,13,6,4,3,3,3,3,2,3,4,Non,21,Non,1,2,25,2,Infra & Cloud,Aucun,0,5,0.0
1399,25,M,6232,Marié(e),Commercial,Cadre Commercial,2,6,3,2,1,4,2,3,2,2,3,Non,11,Non,0,3,18,1,Infra & Cloud,Occasionnel,1,2,1.0
1401,52,F,13247,Marié(e),Consulting,Tech Lead,2,24,5,3,4,4,4,3,2,2,3,Oui,11,Non,1,3,28,2,Transformation Digitale,Frequent,0,2,2.0
1402,43,F,4081,Célibataire,Consulting,Assistant de Direction,1,20,20,7,1,2,2,3,1,1,3,Oui,14,Non,0,3,6,3,Transformation Digitale,Occasionnel,1,8,1.0
1403,27,F,5769,Marié(e),Commercial,Cadre Commercial,1,6,6,2,4,2,2,4,4,3,3,Oui,11,Non,0,3,10,3,Marketing,Occasionnel,4,4,1.0
1405,27,F,2394,Célibataire,Consulting,Assistant de Direction,1,8,8,2,4,3,1,3,4,3,3,Oui,13,Oui,0,2,17,4,Infra & Cloud,Occasionnel,7,7,1.0
1407,26,M,3904,Célibataire,Consulting,Assistant de Direction,0,5,4,3,1,2,1,4,4,3,3,Non,12,Non,0,2,2,1,Transformation Digitale,Occasionnel,1,1,1.0
1408,42,F,16799,Marié(e),Ressources Humaines,Senior Manager,0,21,20,7,3,3,4,1,3,3,3,Non,14,Non,1,5,10,3,Ressources Humaines,Occasionnel,0,9,1.0
1409,52,F,2950,Marié(e),Consulting,Consultant,9,12,5,4,3,3,1,1,3,1,3,Non,13,Non,0,2,8,4,Autre,Occasionnel,0,4,1.0
1411,37,F,3629,Célibataire,Consulting,Consultant,4,8,3,2,1,3,1,3,1,3,3,Non,18,Non,0,6,11,3,Transformation Digitale,Occasionnel,0,2,1.0
1412,35,M,9362,Célibataire,Consulting,Tech Lead,2,10,2,2,3,3,3,4,3,3,3,Non,11,Non,0,2,18,2,Infra & Cloud,Frequent,2,2,2.0
1415,25,M,3229,Marié(e),Consulting,Consultant,4,7,3,2,1,3,1,4,2,2,3,Non,11,Non,1,2,1,3,Entrepreunariat,Occasionnel,0,2,1.0
1417,26,M,3578,Célibataire,Consulting,Consultant,0,8,7,7,3,4,1,1,4,3,3,Non,12,Non,0,2,7,3,Autre,Occasionnel,0,7,1.0
1419,29,M,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,10,10,9,2,2,3,1,1,2,3,Non,13,Non,0,3,17,3,Autre,Occasionnel,0,9,1.0
1420,49,M,4284,Célibataire,Consulting,Consultant,3,20,4,3,1,2,2,1,1,3,4,Non,20,Oui,0,2,28,2,Infra & Cloud,Frequent,1,3,2.0
1421,29,F,7553,Célibataire,Consulting,Manager,0,9,8,7,3,3,3,4,1,3,3,Oui,12,Oui,0,1,14,1,Autre,Frequent,7,7,2.0
1422,54,F,17328,Célibataire,Consulting,Directeur Technique,6,29,20,7,4,3,4,4,4,2,3,Non,19,Non,0,3,1,3,Transformation Digitale,Occasionnel,12,7,1.0
1423,58,F,19701,Marié(e),Consulting,Directeur Technique,3,32,9,8,4,3,5,1,3,3,4,Oui,21,Non,1,3,1,3,Transformation Digitale,Occasionnel,1,5,1.0
1424,55,M,14732,Divorcé(e),Consulting,Directeur Technique,2,31,7,7,2,4,4,4,4,4,3,Non,13,Non,2,4,1,4,Transformation Digitale,Occasionnel,0,0,1.0
1425,36,F,9278,Célibataire,Commercial,Cadre Commercial,3,15,5,4,1,3,2,2,4,3,3,Oui,16,Non,0,3,3,4,Marketing,Occasionnel,0,1,1.0
1427,31,F,1359,Célibataire,Commercial,Représentant Commercial,1,1,1,0,2,1,1,3,2,3,3,Non,12,Oui,0,3,1,4,Infra & Cloud,Frequent,0,0,2.0
1428,30,F,4779,Divorcé(e),Commercial,Cadre Commercial,7,8,3,2,4,3,2,1,2,3,3,Non,14,Non,2,3,7,4,Marketing,Occasionnel,0,2,1.0
1430,31,F,16422,Célibataire,Consulting,Directeur Technique,3,9,3,2,1,3,4,2,3,4,3,Non,11,Non,0,3,8,5,Infra & Cloud,Occasionnel,1,0,1.0
1431,34,M,2996,Divorcé(e),Consulting,Assistant de Direction,5,10,4,3,4,3,1,1,3,3,3,Non,14,Non,2,2,1,4,Autre,Frequent,1,3,2.0
1433,31,F,1261,Célibataire,Consulting,Assistant de Direction,1,1,1,0,1,2,1,2,3,4,3,Non,12,Oui,0,3,8,3,Infra & Cloud,Occasionnel,0,0,1.0
1434,27,M,2099,Marié(e),Consulting,Consultant,0,6,5,0,2,3,1,1,2,4,3,Non,14,Non,0,3,11,1,Infra & Cloud,Occasionnel,1,4,1.0
1435,36,M,5810,Célibataire,Consulting,Consultant,1,10,10,4,1,2,2,4,3,2,3,Non,16,Non,0,2,4,4,Infra & Cloud,Occasionnel,1,8,1.0
1436,36,F,5647,Marié(e),Commercial,Cadre Commercial,4,11,3,2,3,2,2,1,1,2,3,Non,13,Non,2,3,16,4,Marketing,Occasionnel,0,2,1.0
1438,47,M,3420,Marié(e),Consulting,Assistant de Direction,7,17,6,5,1,3,1,4,3,2,3,Non,12,Non,1,2,1,3,Entrepreunariat,Occasionnel,1,2,1.0
1439,25,M,4400,Marié(e),Commercial,Représentant Commercial,3,6,3,2,1,2,1,1,1,3,3,Non,12,Oui,0,2,9,2,Infra & Cloud,Occasionnel,2,2,1.0
1440,37,M,3500,Célibataire,Consulting,Consultant,0,7,6,5,3,4,1,3,1,1,3,Non,14,Non,0,2,5,2,Entrepreunariat,Aucun,1,3,0.0
1441,56,F,2066,Marié(e),Consulting,Assistant de Direction,2,5,3,2,1,3,1,1,4,4,4,Non,22,Non,1,3,1,2,Infra & Cloud,Occasionnel,1,0,1.0
1443,47,F,17169,Marié(e),Consulting,Directeur Technique,3,26,20,17,1,3,4,3,2,4,3,Non,19,Non,2,2,2,4,Transformation Digitale,Occasionnel,5,6,1.0
1445,24,F,4162,Marié(e),Commercial,Cadre Commercial,1,5,5,4,4,3,2,3,3,3,3,Oui,12,Non,2,3,4,1,Transformation Digitale,Occasionnel,0,3,1.0
1446,32,M,9204,Marié(e),Commercial,Cadre Commercial,4,7,4,3,4,3,2,4,3,2,3,Non,12,Non,1,3,7,5,Marketing,Occasionnel,0,3,1.0
1447,34,F,3294,Marié(e),Consulting,Consultant,5,7,5,4,4,2,1,2,1,2,3,Non,17,Non,1,2,1,3,Infra & Cloud,Occasionnel,0,2,1.0
1448,41,M,2127,Marié(e),Consulting,Assistant de Direction,2,7,4,2,2,4,1,3,1,2,3,Oui,12,Non,0,5,5,5,Transformation Digitale,Occasionnel,0,3,1.0
1449,40,M,3975,Divorcé(e),Consulting,Consultant,3,11,8,7,3,3,2,3,3,4,3,Non,11,Non,2,2,9,4,Autre,Aucun,0,7,0.0
1453,31,M,10793,Divorcé(e),Commercial,Cadre Commercial,1,13,13,7,1,3,3,4,1,3,3,Non,18,Non,1,5,8,2,Infra & Cloud,Occasionnel,9,9,1.0
1457,46,M,10096,Divorcé(e),Commercial,Cadre Commercial,4,28,7,7,1,3,3,4,1,4,3,Non,11,Oui,1,1,9,3,Marketing,Occasionnel,4,3,1.0
1458,39,F,3646,Célibataire,Consulting,Consultant,2,11,1,0,1,2,1,1,2,4,4,Oui,23,Oui,0,2,2,3,Infra & Cloud,Aucun,0,0,0.0
1459,31,F,7446,Célibataire,Consulting,Tech Lead,1,10,10,8,3,4,3,2,1,3,3,Non,11,Oui,0,2,1,5,Infra & Cloud,Frequent,4,7,2.0
1460,45,M,10851,Divorcé(e),Consulting,Manager,2,24,7,7,2,1,3,1,2,3,3,Oui,18,Non,1,2,20,3,Transformation Digitale,Occasionnel,0,7,1.0
1461,31,F,2109,Célibataire,Ressources Humaines,Ressources Humaines,9,8,3,2,4,4,1,2,4,3,3,Non,18,Non,0,3,8,2,Transformation Digitale,Occasionnel,0,2,1.0
1464,31,M,3722,Marié(e),Consulting,Consultant,6,7,2,2,2,3,1,4,3,1,3,Oui,13,Oui,1,2,2,3,Infra & Cloud,Frequent,2,2,2.0
1465,45,M,9380,Marié(e),Consulting,Tech Lead,4,10,3,1,2,3,3,4,4,4,3,Oui,18,Non,2,4,29,3,Entrepreunariat,Occasionnel,1,2,1.0
